DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
53;118;Le Housseau-Brétignolles;53;044;Brétignolles-le-Moulin;58;0;58
53;255;Sainte-Suzanne-et-Chammes;53;050;Chammes;351;7;358
53;121;Javron-les-Chapelles;53;060;Chapelles;152;3;155
53;062;Château-Gontier-sur-Mayenne;53;062;Château-Gontier;11805;374;12179
53;097;Évron;53;065;Châtres-la-Forêt;793;19;812
53;161;Montsûrs;53;092;Deux-Évailles;198;5;203
53;017;Val-du-Maine;53;095;Épineux-le-Seguin;255;3;258
53;097;Évron;53;097;Évron;7048;192;7240
53;104;Gennes-Longuefuye;53;104;Gennes-sur-Glaize;1004;16;1020
53;124;Prée-d'Anjou;53;124;Laigné;842;34;876
53;136;Roche-Neuville;53;136;Loigné-sur-Mayenne;931;30;961
53;137;Loiron-Ruillé;53;137;Loiron;1722;32;1754
53;104;Gennes-Longuefuye;53;138;Longuefuye;326;7;333
53;161;Montsûrs;53;159;Montourtier;367;5;372
53;161;Montsûrs;53;161;Montsûrs;1961;42;2003
53;185;Pré-en-Pail-Saint-Samson;53;185;Pré-en-Pail;1888;75;1963
53;137;Loiron-Ruillé;53;194;Ruillé-le-Gravelais;993;30;1023
53;161;Montsûrs;53;205;Saint-Céneré;473;8;481
53;097;Évron;53;207;Saint-Christophe-du-Luat;766;15;781
53;062;Château-Gontier-sur-Mayenne;53;215;Saint-Fort;1687;54;1741
53;228;Blandouet-Saint Jean;53;228;Saint-Jean-sur-Erve;395;13;408
53;029;Bierné-les-Villages;53;231;Saint-Laurent-des-Mortiers;179;5;184
53;029;Bierné-les-Villages;53;241;Saint-Michel-de-Feins;177;5;182
53;161;Montsûrs;53;244;Saint-Ouën-des-Vallons;182;1;183
53;185;Pré-en-Pail-Saint-Samson;53;252;Saint-Samson;423;8;431
53;136;Roche-Neuville;53;254;Saint-Sulpice;244;7;251
53;255;Sainte-Suzanne-et-Chammes;53;255;Sainte-Suzanne;931;24;955
54;099;Val de Briey;54;099;Briey;5674;197;5871
54;099;Val de Briey;54;341;Mance;613;14;627
54;099;Val de Briey;54;342;Mancieulles;1861;29;1890
54;557;Bois-de-Haye;54;506;Sexey-les-Bois;380;6;386
54;557;Bois-de-Haye;54;557;Velaine-en-Haye;1900;93;1993
55;040;Beausite;55;006;Amblaincourt;15;0;15
55;184;Euville;55;016;Aulnois-sous-Vertuzey;315;10;325
55;388;Noyers-Auzécourt;55;019;Auzécourt;91;3;94
55;117;Clermont-en-Argonne;55;020;Auzéville-en-Argonne;189;5;194
55;150;Demange-Baudignécourt;55;030;Baudignécourt;63;0;63
55;551;Vigneulles-lès-Hattonchâtel;55;052;Billy-sous-les-Côtes;119;3;122
55;385;Nixéville-Blercourt;55;056;Blercourt;144;1;145
55;389;Nubécourt;55;086;Bulainville;44;2;46
55;093;Buxières-sous-les-Côtes;55;092;Buxerulles;84;1;85
55;358;Chanteraine;55;112;Chennevières;29;0;29
55;258;Geville;55;126;Corniéville;177;6;183
55;518;Cousances-lès-Triconville;55;131;Cousances-au-Bois;61;0;61
55;551;Vigneulles-lès-Hattonchâtel;55;136;Creuë;218;3;221
55;274;Lamorville;55;151;Deuxnouds-aux-Bois;46;1;47
55;040;Beausite;55;152;Deuxnouds-devant-Beauzée;52;2;54
55;179;Erneville-aux-Bois;55;161;Domremy-aux-Bois;59;2;61
55;537;Douaumont-Vaux;55;164;Douaumont;4;0;4
55;442;Raival;55;176;Érize-la-Grande;88;0;88
55;389;Nubécourt;55;190;Fleury-sur-Aire;88;1;89
55;123;Les Hauts-de-Chée;55;203;Génicourt-sous-Condé;40;4;44
55;026;Badonvilliers-Gérauvilliers;55;205;Gérauvilliers;62;1;63
55;258;Geville;55;213;Gironville-sous-les-Côtes;190;6;196
55;267;Lachaussée;55;223;Hadonville-lès-Lachaussée;35;0;35
55;571;Vilosnes-Haraumont;55;230;Haraumont;51;2;53
55;123;Les Hauts-de-Chée;55;231;Hargeville-sur-Chée;129;2;131
55;551;Vigneulles-lès-Hattonchâtel;55;233;Hattonchâtel;100;2;102
55;551;Vigneulles-lès-Hattonchâtel;55;234;Hattonville;188;3;191
55;500;Spincourt;55;235;Haucourt-la-Rigole;66;0;66
55;267;Lachaussée;55;238;Haumont-lès-Lachaussée;77;1;78
55;002;Abaucourt-Hautecourt;55;240;Hautecourt-lès-Broville;32;2;34
55;500;Spincourt;55;249;Houdelaucourt-sur-Othain;58;0;58
55;117;Clermont-en-Argonne;55;259;Jubécourt;72;0;72
55;386;Nonsard-Lamarche;55;273;Lamarche-en-Woëvre;23;2;25
55;274;Lamorville;55;283;Lavignéville;58;1;59
55;276;Landrecourt-Lempire;55;287;Lempire-aux-Bois;52;1;53
55;012;Apremont-la-Forêt;55;294;Liouville;59;1;60
55;123;Les Hauts-de-Chée;55;305;Louppy-sur-Chée;127;2;129
55;179;Erneville-aux-Bois;55;308;Loxéville;44;0;44
55;215;Gondrecourt-le-Château;55;309;Luméville-en-Ornois;51;0;51
55;114;Chonville-Malaumont;55;314;Malaumont;35;0;35
55;123;Les Hauts-de-Chée;55;318;Marats;110;2;112
55;012;Apremont-la-Forêt;55;319;Marbotte;60;2;62
55;254;Les Trois-Domaines;55;342;Mondrecourt;24;0;24
55;358;Chanteraine;55;390;Oëy;60;3;63
55;500;Spincourt;55;392;Ollières;13;0;13
55;191;Foameix-Ornel;55;393;Ornel;14;2;16
55;117;Clermont-en-Argonne;55;402;Parois;77;3;80
55;497;Les Souhesmes-Rampont;55;413;Rampont;96;1;97
55;500;Spincourt;55;418;Réchicourt;62;2;64
55;254;Les Trois-Domaines;55;432;Rignaucourt;25;0;25
55;369;Naives-Rosières;55;440;Rosières-devant-Bar;250;4;254
55;148;Delouze-Rosières;55;441;Rosières-en-Blois;34;1;35
55;012;Apremont-la-Forêt;55;451;Saint-Agnant-sous-les-Côtes;93;0;93
55;551;Vigneulles-lès-Hattonchâtel;55;455;Saint-Benoît-en-Woëvre;41;1;42
55;530;Valbois;55;478;Savonnières-en-Woëvre;13;0;13
55;517;Seuil-d'Argonne;55;480;Senard;63;1;64
55;530;Valbois;55;483;Senonville;45;0;45
55;040;Beausite;55;486;Seraucourt;12;0;12
55;423;Rembercourt-Sommaisne;55;491;Sommaisne;24;0;24
55;274;Lamorville;55;499;Spada;93;2;95
55;215;Gondrecourt-le-Château;55;513;Tourailles-sous-Bois;30;0;30
55;537;Douaumont-Vaux;55;537;Vaux-devant-Damloup;76;0;76
55;472;Saulvaux;55;538;Vaux-la-Grande;21;1;22
55;472;Saulvaux;55;539;Vaux-la-Petite;20;1;21
55;186;Fains-Véel;55;542;Véel;356;13;369
55;184;Euville;55;548;Vertuzey;229;5;234
55;551;Vigneulles-lès-Hattonchâtel;55;550;Viéville-sous-les-Côtes;213;6;219
55;184;Euville;55;558;Ville-Issey;304;5;309
55;093;Buxières-sous-les-Côtes;55;585;Woinville;79;1;80
56;173;Pluméliau-Bieuzy;56;016;Bieuzy;776;12;788
56;197;Val d'Oust;56;037;Chapelle-Caro;1428;50;1478
56;061;Gacilly;56;038;Chapelle-Gaceline;765;18;783
56;102;Forges de Lanouée;56;059;Forges;440;6;446
56;061;Gacilly;56;061;Gacilly;2320;41;2361
56;061;Gacilly;56;064;Glénac;894;21;915
56;102;Forges de Lanouée;56;102;Lanouée;1754;44;1798
56;165;Ploërmel;56;138;Monterrein;396;4;400
56;144;Évellys;56;142;Moustoir-Remungol;704;18;722
56;144;Évellys;56;144;Naizin;1803;28;1831
56;251;Theix-Noyalo;56;150;Noyalo;894;19;913
56;033;Carentoir;56;183;Quelneuc;516;9;525
56;197;Val d'Oust;56;187;Quily;355;5;360
56;144;Évellys;56;192;Remungol;970;17;987
56;197;Val d'Oust;56;197;Roc-Saint-André;948;19;967
57;021;Ancy-Dornot;57;021;Ancy-sur-Moselle;1370;27;1397
57;086;Belles-Forêts;57;023;Angviller-lès-Bisping;89;1;90
57;209;Faulquemont;57;135;Chémery;109;3;112
57;148;Colligny-Maizery;57;148;Colligny;394;7;401
57;132;Château-Salins;57;157;Coutures;208;4;212
57;021;Ancy-Dornot;57;184;Dornot;169;3;172
57;252;Gomelange;57;279;Guirlange;31;0;31
57;097;Boulay-Moselle;57;285;Halling-lès-Boulay;130;1;131
57;155;Courcelles-Chaussy;57;378;Landonvillers;400;6;406
57;150;Condé-Northen;57;420;Loutremange;21;0;21
57;148;Colligny-Maizery;57;432;Maizery;181;4;185
57;439;Manderen-Ritzing;57;439;Manderen;417;10;427
57;482;Ogy-Montoy-Flanville;57;482;Montoy-Flanville;1274;18;1292
57;482;Ogy-Montoy-Flanville;57;523;Ogy;468;12;480
57;578;Rezonville-Vionville;57;578;Rezonville;312;5;317
57;439;Manderen-Ritzing;57;585;Ritzing;179;3;182
57;542;Piblange;57;608;Saint-Bernard;62;1;63
57;578;Rezonville-Vionville;57;722;Vionville;188;1;189
58;204;Vaux d'Amognes;58;022;Balleray;201;4;205
58;026;Beaulieu;58;026;Beaulieu;25;1;26
58;086;Cosne-Cours-sur-Loire;58;091;Cours;1730;26;1756
58;026;Beaulieu;58;100;Dompierre-sur-Héry;76;4;80
58;026;Beaulieu;58;167;Michaugues;49;4;53
58;204;Vaux d'Amognes;58;204;Ourouër;341;4;345
59;588;Téteghem-Coudekerque-Village;59;154;Coudekerque-Village;1385;36;1421
59;183;Dunkerque;59;248;Fort-Mardyck;3426;19;3445
59;260;Ghyvelde;59;260;Ghyvelde;3176;49;3225
59;350;Lille;59;298;Hellemmes-Lille;18437;136;18573
59;350;Lille;59;355;Lomme;28006;206;28212
59;183;Dunkerque;59;380;Mardyck;317;7;324
59;260;Ghyvelde;59;404;Moëres;988;11;999
59;183;Dunkerque;59;540;Saint-Pol-sur-Mer;20479;131;20610
59;631;Walincourt-Selvigny;59;561;Selvigny;376;5;381
59;588;Téteghem-Coudekerque-Village;59;588;Téteghem;6926;185;7111
60;088;Bornel;60;018;Anserville;469;12;481
60;029;Auneuil;60;029;Auneuil;2679;56;2735
60;256;Montchevreuil;60;038;Bachivillers;546;9;555
60;054;Hauts-Talican;60;054;Beaumont-les-Nonains;343;7;350
60;209;Corne-en-Vexin;60;080;Boissy-le-Bois;187;5;192
60;245;Formerie;60;096;Boutavent;116;1;117
60;196;La Drenne;60;196;Déluge;564;5;569
60;209;Corne-en-Vexin;60;209;Énencourt-le-Sec;185;3;188
60;245;Formerie;60;245;Formerie;2004;27;2031
60;088;Bornel;60;246;Fosseuse;729;9;738
60;256;Montchevreuil;60;256;Fresneaux-Montchevreuil;755;17;772
60;209;Corne-en-Vexin;60;300;Hardivillers-en-Vexin;163;2;165
60;570;Saint-Crépin-Ibouvillers;60;417;Montherlant;158;0;158
60;196;La Drenne;60;453;Neuville-d'Aumont;322;9;331
60;054;Hauts-Talican;60;455;Neuville-Garnier;256;4;260
60;682;Villers-Saint-Frambourg-Ognon;60;475;Ognon;159;2;161
60;196;La Drenne;60;532;Ressons-l'Abbaye;123;2;125
60;570;Saint-Crépin-Ibouvillers;60;570;Saint-Crépin-Ibouvillers;1390;24;1414
60;644;Trie-Château;60;644;Trie-Château;1610;18;1628
60;029;Auneuil;60;649;Troussures;185;4;189
60;682;Villers-Saint-Frambourg-Ognon;60;682;Villers-Saint-Frambourg;553;36;589
60;644;Trie-Château;60;690;Villers-sur-Trie;324;13;337
60;054;Hauts-Talican;60;694;Villotran;273;10;283
61;167;La Ferté-en-Ouche;61;003;Anceins;207;3;210
61;168;Ferté Macé;61;004;Antoigny;126;2;128
61;007;Athis-Val de Rouvre;61;007;Athis-de-l'Orne;2525;60;2585
61;474;Gouffern en Auge;61;009;Aubry-en-Exmes;323;10;333
61;491;Tourouvre au Perche;61;016;Autheuil;132;2;134
61;474;Gouffern en Auge;61;019;Avernes-sous-Exmes;83;1;84
61;483;Bagnoles de l'Orne Normandie;61;483;Bagnoles-de-l'Orne;2388;43;2431
61;211;Juvigny Val d'Andaine;61;025;Baroche-sous-Lucé;386;9;395
61;153;Écouché-les-Vallées;61;027;Batilly;135;6;141
61;486;Tinchebray-Bocage;61;031;Beauchêne;249;3;252
61;211;Juvigny Val d'Andaine;61;033;Beaulandais;165;3;168
61;491;Tourouvre au Perche;61;045;Bivilliers;63;1;64
61;167;La Ferté-en-Ouche;61;047;Bocquencé;150;3;153
61;474;Gouffern en Auge;61;057;Bourg-Saint-Léonard;397;8;405
61;007;Athis-Val de Rouvre;61;058;Bréel;124;0;124
61;491;Tourouvre au Perche;61;059;Bresolettes;24;1;25
61;491;Tourouvre au Perche;61;065;Bubertré;134;7;141
61;007;Athis-Val de Rouvre;61;073;Carneille;587;10;597
61;081;Chailloué;61;081;Chailloué;616;15;631
61;474;Gouffern en Auge;61;083;Chambois;387;7;394
61;491;Tourouvre au Perche;61;090;Champs;80;3;83
61;096;Rives d'Andaine;61;096;Chapelle-d'Andaine;1460;39;1499
61;339;Putanges-le-Lac;61;106;Chênedouit;172;1;173
61;292;Montsecret-Clairefougère;61;109;Clairefougère;124;0;124
61;474;Gouffern en Auge;61;110;Cochère;150;3;153
61;309;Perche en Nocé;61;112;Colonard-Corubert;245;6;251
61;116;Sablons sur Huisne;61;116;Condé-sur-Huisne;1316;19;1335
61;116;Sablons sur Huisne;61;115;Condeau;379;9;388
61;116;Sablons sur Huisne;61;125;Coulonges-les-Sablons;416;13;429
61;153;Écouché-les-Vallées;61;127;Courbe;62;4;66
61;474;Gouffern en Auge;61;131;Courménil;121;2;123
61;096;Rives d'Andaine;61;135;Couterne;1089;29;1118
61;167;La Ferté-en-Ouche;61;136;Couvains;203;4;207
61;309;Perche en Nocé;61;144;Dancé;349;11;360
61;145;Domfront en Poiraie;61;145;Domfront;3473;105;3578
61;153;Écouché-les-Vallées;61;153;Écouché;1268;26;1294
61;196;Belforêt-en-Perche;61;154;Eperrais;115;4;119
61;324;Passais Villages;61;155;Épinay-le-Comte;167;1;168
61;474;Gouffern en Auge;61;157;Exmes;273;6;279
61;474;Gouffern en Auge;61;161;Fel;275;3;278
61;167;La Ferté-en-Ouche;61;167;Ferté-Frênel;623;10;633
61;228;Orée-d'Écouves;61;172;Fontenai-les-Louvets;273;6;279
61;153;Écouché-les-Vallées;61;173;Fontenai-sur-Orne;316;6;322
61;339;Putanges-le-Lac;61;174;Forêt-Auvray;171;4;175
61;341;Écouves;61;175;Forges;215;8;223
61;486;Tinchebray-Bocage;61;177;Frênes;821;24;845
61;339;Putanges-le-Lac;61;179;Fresnaye-au-Sauvage;230;4;234
61;167;La Ferté-en-Ouche;61;184;Gauville;573;18;591
61;484;Val-au-Perche;61;185;Gémages;118;0;118
61;096;Rives d'Andaine;61;186;Geneslay;278;2;280
61;167;La Ferté-en-Ouche;61;191;Glos-la-Ferrière;507;8;515
61;194;Monts-sur-Orne;61;194;Goulet;388;6;394
61;196;Belforêt-en-Perche;61;196;Gué-de-la-Chaîne;741;19;760
61;096;Rives d'Andaine;61;200;Haleine;223;38;261
61;145;Domfront en Poiraie;61;201;Haute-Chapelle;549;15;564
61;484;Val-au-Perche;61;204;Hermitière;208;10;218
61;167;La Ferté-en-Ouche;61;205;Heugon;208;3;211
61;211;Juvigny Val d'Andaine;61;211;Juvigny-sous-Andaine;984;28;1012
61;230;Longny les Villages;61;220;Lande-sur-Eure;163;3;166
61;486;Tinchebray-Bocage;61;223;Larchamp;303;3;306
61;491;Tourouvre au Perche;61;226;Lignerolles;162;7;169
61;228;Orée-d'Écouves;61;228;Livaie;206;5;211
61;230;Longny les Villages;61;230;Longny-au-Perche;1393;20;1413
61;228;Orée-d'Écouves;61;231;Longuenoë;120;2;122
61;211;Juvigny Val d'Andaine;61;235;Loré;175;4;179
61;153;Écouché-les-Vallées;61;236;Loucé;109;1;110
61;211;Juvigny Val d'Andaine;61;239;Lucé;76;3;79
61;484;Val-au-Perche;61;246;Mâle;691;18;709
61;230;Longny les Villages;61;247;Malétable;112;2;114
61;375;Boischampré;61;249;Marcei;208;13;221
61;230;Longny les Villages;61;250;Marchainville;247;2;249
61;081;Chailloué;61;253;Marmouillé;126;7;133
61;339;Putanges-le-Lac;61;270;Ménil-Jean;118;2;120
61;230;Longny les Villages;61;280;Monceaux-au-Perche;64;2;66
61;167;La Ferté-en-Ouche;61;282;Monnai;265;3;268
61;194;Monts-sur-Orne;61;285;Montgaroult;373;7;380
61;292;Montsecret-Clairefougère;61;292;Montsecret;533;9;542
61;294;Mortrée;61;294;Mortrée;1026;24;1050
61;230;Longny les Villages;61;296;Moulicent;286;3;289
61;429;Charencey;61;299;Moussonvilliers;219;7;226
61;230;Longny les Villages;61;305;Neuilly-sur-Eure;567;11;578
61;081;Chailloué;61;306;Neuville-près-Sées;144;3;147
61;309;Perche en Nocé;61;309;Nocé;731;17;748
61;429;Charencey;61;311;Normandel;92;2;94
61;007;Athis-Val de Rouvre;61;313;Notre-Dame-du-Rocher;53;0;53
61;474;Gouffern en Auge;61;315;Omméel;114;3;117
61;196;Belforêt-en-Perche;61;318;Origny-le-Butin;96;4;100
61;460;Sap-en-Auge;61;320;Orville;105;0;105
61;324;Passais Villages;61;324;Passais;780;7;787
61;196;Belforêt-en-Perche;61;325;Perrière;232;11;243
61;491;Tourouvre au Perche;61;335;Poterie-au-Perche;136;1;137
61;309;Perche en Nocé;61;337;Préaux-du-Perche;487;25;512
61;491;Tourouvre au Perche;61;338;Prépotin;121;2;123
61;339;Putanges-le-Lac;61;339;Putanges-Pont-Écrepin;997;16;1013
61;339;Putanges-le-Lac;61;340;Rabodanges;179;2;181
61;341;Écouves;61;341;Radon;1037;37;1074
61;491;Tourouvre au Perche;61;343;Randonnai;733;7;740
61;007;Athis-Val de Rouvre;61;353;Ronfeugerai;336;8;344
61;339;Putanges-le-Lac;61;354;Rotours;116;1;117
61;145;Domfront en Poiraie;61;355;Rouellé;189;4;193
61;484;Val-au-Perche;61;356;Rouge;663;8;671
61;484;Val-au-Perche;61;359;Saint-Agnan-sur-Erre;172;5;177
61;339;Putanges-le-Lac;61;364;Saint-Aubert-sur-Orne;99;2;101
61;309;Perche en Nocé;61;368;Saint-Aubin-des-Grois;58;0;58
61;375;Boischampré;61;375;Saint-Christophe-le-Jajolet;241;1;242
61;486;Tinchebray-Bocage;61;377;Saint-Cornier-des-Landes;602;15;617
61;211;Juvigny Val d'Andaine;61;380;Saint-Denis-de-Villenette;144;1;145
61;228;Orée-d'Écouves;61;383;Saint-Didier-sous-Écouves;158;3;161
61;294;Mortrée;61;403;Saint-Hilaire-la-Gérard;134;3;137
61;309;Perche en Nocé;61;409;Saint-Jean-de-la-Forêt;159;4;163
61;486;Tinchebray-Bocage;61;410;Saint-Jean-des-Bois;182;0;182
61;375;Boischampré;61;417;Saint-Loyer-des-Champs;370;14;384
61;463;Les Monts d'Andaine;61;428;Saint-Maurice-du-Désert;753;18;771
61;429;Charencey;61;429;Saint-Maurice-lès-Charencey;480;16;496
61;483;Bagnoles de l'Orne Normandie;61;431;Saint-Michel-des-Andaines;325;8;333
61;167;La Ferté-en-Ouche;61;434;Saint-Nicolas-des-Laitiers;82;0;82
61;196;Belforêt-en-Perche;61;437;Saint-Ouen-de-la-Cour;59;2;61
61;153;Écouché-les-Vallées;61;441;Saint-Ouen-sur-Maire;91;0;91
61;474;Gouffern en Auge;61;449;Saint-Pierre-la-Rivière;155;5;160
61;324;Passais Villages;61;455;Saint-Siméon;229;6;235
61;230;Longny les Villages;61;458;Saint-Victor-de-Réno;170;7;177
61;339;Putanges-le-Lac;61;378;Sainte-Croix-sur-Orne;78;0;78
61;460;Sap-en-Auge;61;460;Sap;852;10;862
61;463;Les Monts d'Andaine;61;463;Sauvagère;1000;16;1016
61;007;Athis-Val de Rouvre;61;465;Ségrie-Fontaine;403;6;409
61;194;Monts-sur-Orne;61;468;Sentilly;129;1;130
61;211;Juvigny Val d'Andaine;61;469;Sept-Forges;250;7;257
61;153;Écouché-les-Vallées;61;470;Serans;199;5;204
61;196;Belforêt-en-Perche;61;471;Sérigny;378;13;391
61;474;Gouffern en Auge;61;474;Silly-en-Gouffern;398;12;410
61;474;Gouffern en Auge;61;477;Survie;163;1;164
61;007;Athis-Val de Rouvre;61;478;Taillebois;149;0;149
61;484;Val-au-Perche;61;484;Theil;1674;34;1708
61;486;Tinchebray-Bocage;61;486;Tinchebray;2590;37;2627
61;007;Athis-Val de Rouvre;61;489;Tourailles;59;1;60
61;491;Tourouvre au Perche;61;491;Tourouvre;1530;19;1549
61;474;Gouffern en Auge;61;496;Urou-et-Crennes;747;18;765
61;474;Gouffern en Auge;61;504;Villebadin;126;1;127
61;167;La Ferté-en-Ouche;61;506;Villers-en-Ouche;336;11;347
61;341;Écouves;61;509;Vingt-Hanaps;443;10;453
61;375;Boischampré;61;511;Vrigny;375;7;382
61;486;Tinchebray-Bocage;61;513;Yvrandes;155;6;161
62;473;Isbergues;62;110;Berguette;1797;17;1814
62;691;Saint-Augustin;62;226;Clarques;309;5;314
62;295;Enquin-lez-Guinegatte;62;294;Enguinegatte;445;9;454
62;295;Enquin-lez-Guinegatte;62;295;Enquin-les-Mines;1171;18;1189
62;471;Bellinghem;62;431;Herbelles;537;17;554
62;471;Bellinghem;62;471;Inghem;531;5;536
62;178;Bruay-la-Buissière;62;482;Labuissière;3647;46;3693
62;473;Isbergues;62;575;Molinghem;2870;28;2898
62;691;Saint-Augustin;62;691;Rebecques;494;8;502
62;757;Saint-Martin-lez-Tatinghem;62;757;Saint-Martin-au-Laërt;4077;74;4151
62;757;Saint-Martin-lez-Tatinghem;62;807;Tatinghem;1837;60;1897
63;160;Aulhat-Flat;63;018;Aulhat-Saint-Privat;476;11;487
63;244;Chambaron sur Morge;63;068;Cellule;1243;16;1259
63;448;Le Vernet-Chaméane;63;078;Chaméane;162;4;166
63;226;Mur-sur-Allier;63;133;Dallet;1501;24;1525
63;160;Aulhat-Flat;63;160;Flat;438;20;458
63;226;Mur-sur-Allier;63;226;Mezel;1918;51;1969
63;244;Chambaron sur Morge;63;244;Moutade;533;10;543
63;255;Nonette-Orsonnette;63;255;Nonette;362;14;376
63;255;Nonette-Orsonnette;63;266;Orsonnette;226;2;228
63;038;Besse-et-Saint-Anastaise;63;316;Saint-Anastaise;61;0;61
63;448;Le Vernet-Chaméane;63;448;Vernet-la-Varenne;646;60;706
64;225;Ance Féas;64;020;Ance;227;8;235
64;396;Mont;64;030;Arance;130;3;133
64;064;Asasp-Arros;64;055;Arros-d'Oloron;81;0;81
64;010;Aïcirits-Camou-Suhast;64;163;Camou-Mixe-Suhast;205;2;207
64;148;Bruges-Capbis-Mifaget;64;164;Capbis;64;5;69
64;168;Carresse-Cassaber;64;169;Cassaber;133;3;136
64;225;Ance Féas;64;225;Féas;386;8;394
64;396;Mont;64;248;Gouze;425;4;429
64;049;Aroue-Ithorots-Olhaïby;64;278;Ithorots-Olhaïby;44;2;46
64;396;Mont;64;333;Lendresse;79;1;80
64;148;Bruges-Capbis-Mifaget;64;384;Mifaget;122;4;126
64;440;Ozenx-Montestrucq;64;402;Montestrucq;199;6;205
64;430;Orthez;64;497;Sainte-Suzanne;998;24;1022
64;113;Bergouey-Viellenave;64;553;Viellenave-sur-Bidouze;33;0;33
65;141;Cazaux-Fréchet-Anéran-Camors;65;008;Anéran-Camors;28;1;29
65;282;Loudenvielle;65;027;Armenteule;62;0;62
65;092;Beyrède-Jumet-Camous;65;092;Beyrède-Jumet;196;2;198
65;092;Beyrède-Jumet-Camous;65;122;Camous;25;0;25
65;192;Gavarnie-Gèdre;65;188;Gavarnie;114;2;116
65;192;Gavarnie-Gèdre;65;192;Gèdre;229;7;236
65;099;Bordères-Louron;65;227;Ilhan;9;1;10
65;054;Avezac-Prat-Lahitte;65;246;Lahitte;29;0;29
65;282;Loudenvielle;65;282;Loudenvielle;237;6;243
65;003;Adervielle-Pouchergues;65;365;Pouchergues;50;1;51
67;004;Sommerau;67;004;Allenwiller;541;13;554
67;544;Wissembourg;67;007;Altenstadt;1180;86;1266
67;418;Rountzenheim-Auenheim;67;014;Auenheim;888;12;900
67;452;Schnersheim;67;015;Avenheim;467;3;470
67;004;Sommerau;67;041;Birkenwald;319;2;321
67;104;Drachenbronn-Birlenbach;67;042;Birlenbach;322;4;326
67;435;Sarrewerden;67;376;Bischtroff-sur-Sarre;333;9;342
67;074;Cleebourg;67;064;Bremmelbach;156;1;157
67;176;Gundershoffen;67;114;Eberbach-Wœrth;176;2;178
67;153;Geiswiller-Zœbersdorf;67;153;Geiswiller;222;3;225
67;034;Berstett;67;157;Gimbrett;486;10;496
67;539;Wingersheim les Quatre Bans;67;158;Gingsheim;353;7;360
67;176;Gundershoffen;67;170;Griesbach;470;9;479
67;061;Bouxwiller;67;171;Griesbach-le-Bastberg;257;5;262
67;206;Hoffen;67;193;Hermerswiller;275;6;281
67;539;Wingersheim les Quatre Bans;67;207;Hohatzenheim;238;7;245
67;474;Soultz-sous-Forêts;67;211;Hohwiller;383;4;387
67;061;Bouxwiller;67;219;Imbsheim;551;10;561
67;442;Scharrachbergheim-Irmstett;67;224;Irmstett;317;3;320
67;452;Schnersheim;67;243;Kleinfrankenheim;441;8;449
67;339;Betschdorf;67;251;Kuhlendorf;101;1;102
67;206;Hoffen;67;262;Leiterswiller;385;6;391
67;263;Lembach;67;284;Mattstall;147;3;150
67;160;Gœrsdorf;67;294;Mitschdorf;199;3;202
67;539;Wingersheim les Quatre Bans;67;297;Mittelhausen;595;7;602
67;388;Reichshoffen;67;316;Nehwiller-près-Wœrth;391;5;396
67;351;Seebach;67;332;Niederseebach;157;3;160
67;372;Val-de-Moder;67;372;Pfaffenhoffen;2680;31;2711
67;495;Truchtersheim;67;374;Pfettisheim;891;9;900
67;339;Betschdorf;67;390;Reimerswiller;206;2;208
67;034;Berstett;67;393;Reitwiller;591;9;600
67;061;Bouxwiller;67;399;Riedheim;181;1;182
67;372;Val-de-Moder;67;402;Ringeldorf;135;1;136
67;418;Rountzenheim-Auenheim;67;418;Rountzenheim;1042;23;1065
67;034;Berstett;67;419;Rumersheim;437;7;444
67;004;Sommerau;67;431;Salenthal;217;4;221
67;202;Hochfelden;67;439;Schaffhouse-sur-Zorn;407;2;409
67;339;Betschdorf;67;457;Schwabwiller;523;6;529
67;004;Sommerau;67;469;Singrist;457;9;466
67;495;Truchtersheim;67;495;Truchtersheim;3257;87;3344
67;372;Val-de-Moder;67;496;Uberach;1211;12;1223
67;372;Val-de-Moder;67;512;Walck;1042;16;1058
67;530;Wickersheim-Wilshausen;67;533;Wilshausen;111;3;114
67;539;Wingersheim les Quatre Bans;67;539;Wingersheim;1125;21;1146
67;532;Willgottheim;67;549;Wœllenheim;185;3;188
67;435;Sarrewerden;67;561;Zollingen;92;2;94
67;347;Obermodern-Zutzendorf;67;562;Zutzendorf;647;15;662
67;153;Geiswiller-Zœbersdorf;67;560;Zœbersdorf;181;0;181
68;006;Bernwiller;68;006;Ammertzwiller;479;11;490
68;012;Aspach-Michelbach;68;012;Aspach-le-Haut;1453;35;1488
68;006;Bernwiller;68;031;Bernwiller;710;17;727
68;056;Brunstatt-Didenheim;68;056;Brunstatt;6405;169;6574
68;056;Brunstatt-Didenheim;68;070;Didenheim;1702;43;1745
68;240;Illtal;68;108;Grentzingen;571;12;583
68;240;Illtal;68;133;Henflingen;206;0;206
68;143;Porte du Ried;68;143;Holtzwihr;1420;49;1469
68;162;Kaysersberg Vignoble;68;162;Kaysersberg;2450;53;2503
68;162;Kaysersberg Vignoble;68;164;Kientzheim;734;12;746
68;201;Masevaux-Niederbruck;68;201;Masevaux;3341;72;3413
68;012;Aspach-Michelbach;68;206;Michelbach;324;9;333
68;219;Le Haut Soultzbach;68;219;Mortzwiller;353;13;366
